83,46,9,0,0,40,1
84,59,9,0,0,48,1
85,44,9,14344,0,40,2
86,53,9,0,0,35,1
87,49,9,0,0,40,2
88,33,14,0,0,50,1
89,30,5,0,0,40,1
90,43,16,0,0,50,2
91,57,11,0,0,40,1
92,37,10,0,0,40,1
93,28,10,0,0,25,1
94,30,9,0,1573,35,1
95,34,13,0,0,40,2
96,29,10,0,0,50,1
97,48,16,0,1902,60,2
98,37,10,0,0,48,2
99,48,12,0,0,40,1
100,32,9,0,0,40,1
101,76,14,0,0,40,2
102,44,13,15024,0,60,2
103,47,14,0,0,50,1
104,20,10,0,0,40,1
105,29,9,0,0,40,1
106,32,9,7688,0,40,2
107,17,6,34095,0,32,1
108,30,7,0,0,40,1
109,31,9,0,0,40,1
110,42,9,0,0,40,1
111,24,13,0,0,40,1
112,38,15,0,0,40,2
113,56,9,0,1887,50,2
114,28,10,4064,0,25,1
115,36,9,0,0,40,1
116,53,5,0,0,50,1
117,56,10,0,0,50,1
118,49,11,0,0,40,2
119,55,10,0,0,56,1
120,22,9,0,0,41,1
121,21,10,0,0,40,1
122,40,13,0,0,60,1
123,30,13,0,0,40,1
124,29,13,0,0,50,2
125,19,10,0,0,35,1
126,47,13,0,0,40,2
127,20,10,0,1719,28,1
128,31,12,0,0,40,2
129,35,9,0,0,40,1
130,39,10,0,0,40,1
131,28,12,0,0,60,1
132,24,9,0,1762,40,1
133,38,9,4386,0,35,1
134,37,13,0,0,50,1
135,46,12,0,0,36,1
136,38,14,0,0,40,2
137,43,9,0,0,60,1
138,27,11,0,0,35,1
139,20,10,0,0,20,1
140,49,10,0,0,40,2
141,61,9,0,0,40,1
142,27,10,0,0,40,1
143,19,10,0,0,30,1
144,45,11,0,1564,40,2
145,70,10,0,0,40,1
146,31,9,0,0,30,1
147,22,10,0,0,24,1
148,36,9,0,0,24,1
149,64,7,0,2179,40,1
150,43,10,0,0,40,1
151,47,10,0,0,38,1
152,34,9,0,0,40,1
153,33,13,0,0,40,1
154,21,9,0,0,35,1
155,52,9,0,0,45,2
156,48,9,0,0,46,1
157,23,13,0,0,40,1
158,71,10,0,1816,2,1
159,29,9,0,0,60,1
160,42,13,0,0,50,1
161,68,2,0,0,20,1
162,25,9,0,0,40,1
163,44,14,0,0,40,1
164,28,9,0,0,40,1
165,45,14,0,0,40,2
166,36,10,0,0,40,1
167,39,12,0,0,42,1
168,46,14,0,0,40,1
169,18,7,0,0,16,1
170,66,11,0,0,20,1
171,27,9,0,1980,40,1
172,28,9,0,0,40,1
173,51,10,0,1977,40,2
174,27,13,0,0,50,1
175,28,13,0,0,40,2
176,27,9,0,0,25,1
177,21,9,0,0,40,1
178,34,9,0,0,40,1
179,18,9,0,0,12,1
180,33,13,0,0,65,1
181,44,10,0,0,38,2
182,43,10,0,0,40,1
183,30,10,0,0,45,1
184,40,4,0,0,40,2
185,37,10,0,0,42,2
186,34,9,0,0,40,1
187,41,13,0,0,40,1
188,53,13,0,0,50,1
189,31,14,0,0,50,1
190,58,16,0,0,1,2
191,38,10,0,0,28,1
192,24,10,0,0,40,1
193,41,13,0,0,40,1
194,47,10,0,0,45,1
195,41,13,0,0,24,1
196,23,3,0,0,40,1
197,36,10,0,0,40,1
198,40,14,14084,0,55,2
199,35,14,7298,0,40,2
200,24,9,0,0,40,1
